,organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName
207,CASEAMEX,CCA,UpcomIndex,3573,DN,CT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,XNK Thuỷ sản Cần Thơ
208,CAUPHA,HFB,UpcomIndex,2357,DN,CT,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Công trình Cầu phà TP HCM
209,CAV,CAV,VNINDEX,2733,DN,CT,Công ty Cổ Phần Dây cáp điện Việt Nam,Dây cáp điện Việt Nam
210,CAWASU,CMW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Cà Mau,Cấp nước Cà Mau
211,CBMC,KCB,UpcomIndex,1775,DN,CT,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Khoáng Sản Luyện Kim Cao Bằng
212,CBSU,CBS,UpcomIndex,3577,DN,CT,Công ty Cổ phần Mía đường Cao Bằng,Mía đường Cao Bằng
213,CCI,CCI,VNINDEX,7573,DN,CT,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,CIDICO
214,CCL,CCL,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
215,CCLTD,VSM,HNXIndex,2777,DN,CT,Công ty Cổ phần Container Miền Trung,Container Miền Trung
216,CCM,CCM,UpcomIndex,2353,DN,CT,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,Xi măng Cần Thơ
217,CCR,CCR,HNXIndex,2777,DN,CT,Công ty Cổ phần Cảng Cam Ranh,Cảng Cam Ranh
218,CDC,CDC,VNINDEX,2357,DN,CT,Công ty Cổ phần Chương Dương,Chương Dương Corp
219,CDH,CDH,UpcomIndex,2799,DN,CT,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,CTCC và DV Du lịch Hải Phòng
220,CDJC,CDG,UpcomIndex,2353,DN,CT,Công ty Cổ phần Cầu Đuống,VLXD Cầu Đuống
221,CDO,CDO,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,Tư vấn Thiết kế và PT Đô thị
222,CEN,CEN,UpcomIndex,5373,DN,CT,Công ty Cổ phần CENCON Việt Nam,CENCON Việt Nam
223,CENLAND,CRE,VNINDEX,8633,DN,CT,Công ty Cổ phần Bất động sản Thế Kỷ,Bất động sản Thế Kỷ
224,CENTURY,STK,VNINDEX,3763,DN,CT,Công ty Cổ phần Sợi Thế Kỷ,Sợi Thế Kỷ
225,CEO,CEO,HNXIndex,8633,DN,CT,Công ty Cổ phần Tập đoàn C.E.O,Tập đoàn CEO
226,CETECO,TW3,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Trung Ương 3,Dược TW3
227,CFM,CFM,UpcomIndex,2793,DN,CT,Công ty Cổ phần Đầu tư CFM,Đầu tư CFM
228,CH5,CH5,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng số 5 Hà Nội,Xây dựng số 5 Hà Nội
229,CHFC,CHC,UpcomIndex,2353,DN,CT,Công ty Cổ phần Cẩm Hà,Nội thất Cẩm Hà
230,CHOLIMEX,CLX,UpcomIndex,3577,DN,CT,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),XNK và Đầu tư Chợ Lớn (CHOLIMEX)
231,CHP,CHP,VNINDEX,7535,DN,CT,Công ty Cổ phần Thủy điện Miền Trung,Thủy điện Miền Trung
232,CI5,CI5,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Xây dựng số 5,Đầu tư Xây dựng số 5
233,CID,CID,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,Xây dựng và Phát triển Cơ sở Hạ tầng
234,CIE1,CE1,UpcomIndex,2757,DN,CT,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,Thiết bị Công nghiệp CIE1
235,CIEG,CEG,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,XD và Thiết bị Công nghiệp
236,CIEN4,C4G,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tập Đoàn Cienco4,Tập Đoàn Cienco4
237,CIENCO1,C12,UpcomIndex,2357,DN,CT,Công ty Cổ phần Cầu 12,Cầu 12
238,CIG,CIG,VNINDEX,2357,DN,CT,Công ty Cổ phần COMA 18,Xây dựng COMA 18
239,CII,CII,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Hạ tầng Kỹ thuật TP.HCM
240,CIIC,CKG,VNINDEX,8633,DN,CT,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Xây dựng Kiên Giang
241,CIPC,CIP,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,XL và SX công nghiệp
242,CISCO,CBI,UpcomIndex,1757,DN,CT,Công ty Cổ phần Gang thép Cao Bằng,Gang thép Cao Bằng
243,CJC,CJC,HNXIndex,2737,DN,CT,Công ty Cổ phần Cơ điện Miền Trung,Cơ điện Miền Trung
244,CK120,CK8,UpcomIndex,8633,DN,CT,Công ty Cổ phần Cơ khí 120,Cơ khí 120
245,CKD,CKD,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí Đông Anh Licogi,Đông Anh Licogi
246,CKMK,CMK,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,Cơ khí Mạo Khê - Vinacomin
247,CKV,CKV,HNXIndex,9578,DN,CT,Công ty Cổ phần CokyVina,CokyVina
248,CLC,CLC,VNINDEX,3785,DN,CT,Công ty Cổ phần Cát Lợi,Thuốc lá Cát Lợi
249,CLEVERADS,ADG,VNINDEX,5555,DN,CT,Công ty Cổ phần Clever Group,Clever Group
250,CLG,CLG,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,Cotec Land
251,CLL,CLL,VNINDEX,2777,DN,CT,Công ty Cổ phần Cảng Cát Lái,Cảng Cát Lái
252,CLMF,CMF,UpcomIndex,3577,DN,CT,Công ty Cổ phần Thực phẩm Cholimex,Thực phẩm Cholimex
253,CLW,CLW,VNINDEX,7577,DN,CT,Công ty Cổ phần Cấp nước Chợ Lớn,Cấp nước Chợ Lớn
254,CMBVN,TVH,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Tư vấn XD công trình Hàng hải
255,CMC,CMC,HNXIndex,3353,DN,CT,Công ty Cổ phần Đầu tư CMC,Đầu tư CMC
256,CMFC,TIN,UpcomIndex,8771,DN,NH,Công ty Tài chính Cổ phần Tín Việt,Tài chính Cổ phần Tín Việt
257,CMG,CMG,VNINDEX,9533,DN,CT,Công ty Cổ phần Tập đoàn Công nghệ CMC,Tập đoàn Công nghệ CMC
258,CMI,CMI,UpcomIndex,2353,DN,CT,Công ty Cổ phần CMISTONE Việt Nam,CMISTONE Việt Nam
259,CMID,CMD,UpcomIndex,2353,DN,CT,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,VLXD và Nội thất TP.HCM
260,CMP,CMP,UpcomIndex,2777,DN,CT,Công ty Cổ phần Cảng Chân Mây,Cảng Chân Mây
261,CMS,CMS,HNXIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn CMH Việt Nam,Tập đoàn CMH Việt Nam
262,CMSF,CAT,UpcomIndex,3573,DN,CT,Công ty Cổ phần Thủy sản Cà Mau,Thủy sản Cà Mau
263,CMT,CMT,UpcomIndex,9537,DN,CT,Công ty Cổ phần Công nghệ mạng và Truyền thông,CN mạng và Truyền thông
264,CMV,CMV,VNINDEX,5373,DN,CT,Công ty Cổ phần Thương nghiệp Cà Mau,Thương nghiệp Cà Mau
265,CMX,CMX,VNINDEX,3573,DN,CT,Công ty Cổ phần CAMIMEX Group,CAMIMEX Group
266,CNC,CNC,UpcomIndex,4577,DN,CT,Công ty Cổ phần Công nghệ cao Traphaco,Công nghệ cao Traphaco
267,CNG,CNG,VNINDEX,7573,DN,CT,Công ty Cổ phần CNG Việt Nam,CNG Việt Nam
268,CNT,CNT,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn CNT,Tập đoàn CNT
269,COC1,CC1,UpcomIndex,2357,DN,CT,Tổng Công ty Xây dựng số 1 - CTCP,TCT Xây dựng số 1
270,CODUPHA,CDP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm TW Codupha
271,COM,COM,VNINDEX,5379,DN,CT,Công ty Cổ phần Vật tư Xăng dầu,Vật tư Xăng dầu
272,COMA,TCK,UpcomIndex,2357,DN,CT,Tổng Công ty Cơ khí Xây dựng - CTCP,COMA
273,COMIFOOD,CMN,UpcomIndex,3577,DN,CT,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Colusa -  Miliket
274,CONAC,ICN,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,XD Dầu Khí IDICO
275,CONIN,CNN,UpcomIndex,2357,DN,CT,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Xây dựng Coninco
276,CPC,CPC,HNXIndex,1357,DN,CT,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Thuốc sát trùng Cần Thơ
277,CPC1,DP1,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm Trung ương CPC1
278,CPC1HN,DTP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Dược phẩm CPC1 Hà Nội
279,CPH,CPH,UpcomIndex,5377,DN,CT,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,PV mai táng Hải Phòng
280,CPI,CPI,UpcomIndex,2777,DN,CT,Công ty Cổ phần Đầu tư Cảng Cái Lân,Đầu tư Cảng Cái Lân
281,CRAC,CIA,HNXIndex,2777,DN,CT,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,DV Sân Bay Cam Ranh
282,CREATEVN,CRC,VNINDEX,2353,DN,CT,Công ty Cổ phần Create Capital Việt Nam,Create Capital Việt Nam
283,CSC,CSC,HNXIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn COTANA,Tập đoàn COTANA
284,CSGC,SGP,UpcomIndex,2777,DN,CT,Công ty Cổ phần Cảng Sài Gòn,Cảng Sài Gòn
285,CSM,CSM,VNINDEX,3357,DN,CT,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Cao su Miền Nam
286,CSV,CSV,VNINDEX,1357,DN,CT,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Hóa chất Cơ bản miền Nam
287,CT3,CT3,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng công trình 3
288,CT6,CT6,UpcomIndex,2357,DN,CT,Công ty Cổ phần Công trình 6,Công trình 6
289,CTA,CTA,UpcomIndex,2357,DN,CT,Công ty Cổ phần Vinavico,Xây dựng Vinavico
290,CTB,CTB,HNXIndex,2757,DN,CT,Công ty Cổ phần Chế tạo Bơm Hải Dương,Bơm Hải Dương
291,CTC,CTC,HNXIndex,5759,DN,CT,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Tập đoàn Hoàng Kim Tây Nguyên
292,CTD,CTD,VNINDEX,2357,DN,CT,Công ty Cổ phần Xây dựng Coteccons,Xây dựng Coteccons
293,CTF,CTF,VNINDEX,3353,DN,CT,Công ty Cổ phần City Auto,City Auto
294,CTG,CTG,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,VietinBank
295,CTGTSG,GTS,UpcomIndex,2357,DN,CT,Công ty Cổ phần Công trình Giao thông Sài Gòn,Công trình Giao thông Sài Gòn
296,CTI,CTI,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Cường Thuận IDICO
297,CTIN,ICT,VNINDEX,9537,DN,CT,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Viễn thông - Tin học Bưu điện
298,CTN,CTN,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng Công trình ngầm,VINAVICO
299,CTP,CTP,HNXIndex,3537,DN,CT,Công ty Cổ phần Minh Khang Capital Trading Public,Minh Khang Capital Trading Public
300,CTR,CTR,VNINDEX,2357,DN,CT,Tổng Công ty Cổ phần Công trình Viettel,Công trình Viettel
301,CTS,CTS,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Chứng khoán Vietinbank
302,CTT,CTT,HNXIndex,2757,DN,CT,Công ty Cổ phần Chế tạo máy Vinacomin,Chế tạo máy Vinacomin
303,CTTR,TTS,UpcomIndex,1757,DN,CT,Công ty Cổ phần Cán thép Thái Trung,Cán thép Thái Trung
304,CTW,CTW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Cần Thơ,Cấp thoát nước Cần Thơ
305,CTX,CTX,UpcomIndex,2357,DN,CT,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,CONSTREXIM
306,CVN,CVN,HNXIndex,4535,DN,CT,Công ty Cổ phần Vinam,Vinam Group
307,CVT,CVT,VNINDEX,2353,DN,CT,Công ty Cổ phần CMC,CMC JSC
308,CX8,CX8,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Constrexim số 8
309,CYC,CYC,UpcomIndex,2353,OTHER,CT,Công ty Cổ phần Gạch men Chang Yih,Gạch men Chang YIH
310,D11,D11,HNXIndex,8633,DN,CT,Công ty Cổ phần Địa ốc 11,Địa ốc 11
311,D2D,D2D,VNINDEX,8633,DN,CT,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Phát triển Đô thị số 2
312,DAC,DAC,UpcomIndex,2353,DN,CT,Công ty Cổ phần 382 Đông Anh,CTCP 382 Đông Anh
313,DACERA,DCR,UpcomIndex,2353,DN,CT,Công ty Cổ phần Gạch men COSEVCO,Gạch men COSEVCO
314,DAD,DAD,HNXIndex,5557,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Phát triển GD Đà Nẵng
315,DAE,DAE,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Sách Giáo dục Đà Nẵng
316,DAG,DAG,VNINDEX,1353,DN,CT,Công ty Cổ phần Tập đoàn Nhựa Đông Á,TĐ Nhựa Đông Á
317,DAGAR,DCG,UpcomIndex,3763,DN,CT,Công ty Cổ phần Tổng Công ty May Đáp Cầu,May Đáp Cầu
318,DAH,DAH,VNINDEX,5753,DN,CT,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Tập đoàn Khách sạn Đông Á
319,DAKLAKRU,DRG,UpcomIndex,1353,DN,CT,Công ty Cổ phần Cao su Đắk Lắk,Cao su Đắk Lắk
320,DAKRUCO,DRI,UpcomIndex,1353,DN,CT,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Đầu tư Cao su Đắk Lắk
321,DAKURENCO,UDL,UpcomIndex,2799,DN,CT,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Đô thị và Môi trường Đắk Lắk
322,DAKWACO,DWC,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Đắk Lắk,Cấp nước Đắk Lắk
323,DAMHB,DHB,UpcomIndex,1357,DN,CT,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Đạm Hà Bắc
324,DAMSAN,ADS,VNINDEX,3763,DN,CT,Công ty Cổ phần DAMSAN,Dệt sợi DAMSAN
325,DANAPHA,DAN,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Danapha,Dược Danapha
326,DANURENCO,DNE,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Môi trường Đô thị Đà Nẵng
327,DAS,DAS,UpcomIndex,2753,DN,CT,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Thiết bị Dầu khí Đà Nẵng
328,DATPHUONG,DPG,VNINDEX,2357,DN,CT,Công ty Cổ phần Tập đoàn Đạt Phương,Tập đoàn Đạt Phương
329,DBC,DBC,VNINDEX,3573,DN,CT,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Tập đoàn DABACO
330,DBHP,TDB,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Định Bình,Thủy điện Định Bình
331,DBM,DBM,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,BAMEPHARM
332,DBT,DBT,VNINDEX,4577,DN,CT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm Bến Tre
333,DC2,DC2,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,DIC Số 2
334,DC4,DC4,VNINDEX,2357,DN,CT,Công ty Cổ phần Xây dựng DIC Holdings,Xây dựng DIC Holdings
335,DCL,DCL,VNINDEX,4577,DN,CT,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm Cửu Long
336,DCM,DCM,VNINDEX,1357,DN,CT,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,Đạm Cà Mau
337,DCS,DCS,UpcomIndex,3726,DN,CT,Công ty Cổ phần Tập đoàn Đại Châu,Đại Châu
338,DCT,DCT,UpcomIndex,2353,DN,CT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Tấm lợp VLXD Đồng Nai
339,DCVBTKV,VBG,UpcomIndex,1775,DN,CT,Công ty Cổ phần Địa chất Việt Bắc - TKV,Địa chất Việt Bắc - TKV
340,DDM,DDM,UpcomIndex,2773,DN,CT,Công ty Cổ phần Hàng hải Đông Đô,Hàng hải Đông Đô
341,DDN,DDN,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược - TB Y tế Đà Nẵng
342,DDV,DDV,UpcomIndex,1357,DN,CT,Công ty Cổ phần DAP - Vinachem,DAP - Vinachem
343,DECOFI,DCF,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng và Thiết kế số 1,XD và Thiết kế số 1
344,DETMAY7,DM7,UpcomIndex,3763,DN,CT,Công ty Cổ phần Dệt may 7,Dệt may 7
345,DFF,DFF,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn Đua Fat,Tập đoàn Đua Fat
346,DGC,DGC,VNINDEX,1357,DN,CT,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất Đức Giang
347,DGT,DGT,UpcomIndex,2357,DN,CT,Công ty Cổ phần Công trình Giao thông Đồng Nai,Công trình GT Đồng Nai
348,DGW,DGW,VNINDEX,5379,DN,CT,Công ty Cổ phần Thế Giới Số,Thế Giới Số
349,DHA,DHA,VNINDEX,2353,DN,CT,Công ty Cổ phần Hóa An,Hóa An
350,DHC,DHC,VNINDEX,1737,DN,CT,Công ty Cổ phần Đông Hải Bến Tre,Đông Hải Bến Tre
351,DHG,DHG,VNINDEX,4577,DN,CT,Công ty Cổ phần Dược Hậu Giang,Dược Hậu Giang
352,DHM,DHM,VNINDEX,1775,DN,CT,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Khoáng sản Dương Hiếu
353,DHP,DHP,HNXIndex,2737,DN,CT,Công ty Cổ phần Điện cơ Hải Phòng,Điện cơ Hải Phòng
354,DHT,DHT,HNXIndex,5333,DN,CT,Công ty Cổ phần Dược phẩm Hà Tây,Dược phẩm Hà Tây
355,DIC,DIC,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Thương mại DIC,ĐT và TM DIC
356,DIC1,DC1,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Phát triển Xây dựng số 1 (DIC1)
357,DID,DID,UpcomIndex,2353,DN,CT,Công ty Cổ phần DIC - Đồng Tiến,DIC - Đồng Tiến
358,DIENTRUONGTHINH,TTE,VNINDEX,7535,DN,CT,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,ĐT Năng lượng Trường Thịnh
359,DIG,DIG,VNINDEX,8633,DN,CT,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,DIC Corp
360,DIH,DIH,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,PT Xây dựng Hội An
361,DL1,DL1,HNXIndex,2777,DN,CT,Công ty Cổ phần Tập đoàn Alpha Seven,Tập đoàn Alpha 7
362,DLD,DLD,UpcomIndex,5753,DN,CT,Công ty Cổ phần Du lịch Đắk Lắk,Du lịch Đắk Lắk
363,DLG,DLG,VNINDEX,1733,DN,CT,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Đức Long Gia Lai
364,DLR,DLR,UpcomIndex,2357,DN,CT,Công ty Cổ phần Địa ốc Đà Lạt,Địa ốc Đà Lạt
365,DLURBAN,DUS,UpcomIndex,2799,DN,CT,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Dịch vụ Đô thị Đà Lạt
366,DMC,DMC,VNINDEX,4577,DN,CT,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Dược phẩm DOMESCO
367,DMCS,DMS,UpcomIndex,7573,DN,CT,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,Dầu khí DMC-miền Nam
368,DNALP,NSS,UpcomIndex,3573,DN,CT,Công ty Cổ phần Nông súc sản Đồng Nai,Nông súc sản Đồng Nai
369,DNC,DNC,HNXIndex,7535,DN,CT,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Điện nước Hải Phòng
370,DNCWS,DNW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Đồng Nai,Cấp nước Đồng Nai
371,DNH,DNH,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi
372,DNL,DNL,UpcomIndex,2777,DN,CT,Công ty Cổ phần Logistics Cảng Đà Nẵng,Logistics Cảng Đà Nẵng
373,DNM,DNM,UpcomIndex,4537,DN,CT,Tổng Công ty Cổ phần Y tế Danameco,Y tế Danameco
374,DNMB,DND,UpcomIndex,2353,DN,CT,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,XD và Vật liệu Đồng Nai
375,DNN,DNN,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Đà Nẵng,Cấp nước Đà Nẵng
376,DNP,DNP,HNXIndex,2353,DN,CT,Công ty Cổ phần DNP Holding,Nhựa Đồng Nai
377,DNPORT,CDN,HNXIndex,2777,DN,CT,Công ty Cổ phần Cảng Đà Nẵng,Cảng Đà Nẵng
378,DNSC,DSC,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán DSC,Chứng khoán DSC
379,DNT,DNT,UpcomIndex,5755,DN,CT,Công ty Cổ phần Du lịch Đồng Nai,Du lịch Đồng Nai
380,DOCAM,DOC,UpcomIndex,1357,DN,CT,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,Vật tư nông nghiệp Đồng Nai
381,DOLICO,BSD,UpcomIndex,3533,DN,CT,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","Bia, rượu Sài Gòn - Đồng Xuân"
382,DOMENAL,DMN,UpcomIndex,3573,DN,CT,Công ty Cổ phần Domenal,Domenal
383,DOPET,DOP,UpcomIndex,2779,DN,CT,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Vận tải XD Đồng Tháp
384,DORUC,CDR,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Xây dựng Cao su Đồng Nai
385,DOWASEN,DWS,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Cấp nước Đồng Tháp
386,DPC,DPC,HNXIndex,2723,DN,CT,Công ty Cổ phần Nhựa Đà Nẵng,Nhựa Đà Nẵng
387,DPM,DPM,VNINDEX,1357,DN,CT,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Tổng Công ty Phân bón và Hóa chất Dầu khí
388,DPP,DPP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Đồng Nai,Dược Đồng Nai
389,DPR,DPR,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Đồng Phú,Cao su Đồng Phú
390,DPS,DPS,UpcomIndex,1757,DN,CT,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,Đầu tư Phát triển Sóc Sơn
391,DPTW2,DP2,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm TW 2
392,DQC,DQC,VNINDEX,3726,DN,CT,Công ty Cổ phần Tập đoàn Điện Quang,Tập đoàn Điện Quang
393,DRC,DRC,VNINDEX,3357,DN,CT,Công ty Cổ phần Cao su Đà Nẵng,Cao su Đà Nẵng
394,DRH,DRH,VNINDEX,8633,DN,CT,Công ty Cổ phần DRH Holdings,DRH Holdings
395,DRL,DRL,VNINDEX,7535,DN,CT,Công ty Cổ phần Thủy điện - Điện lực 3,Thủy điện - Điện lực 3
396,DSN,DSN,VNINDEX,5755,DN,CT,Công ty Cổ phần Công viên nước Đầm Sen,Công viên nước Đầm Sen
397,DST,DST,HNXIndex,5557,DN,CT,Công ty Cổ phần Đầu tư Sao Thăng Long,Đầu tư Sao Thăng Long
398,DSV,DSV,UpcomIndex,2775,DN,CT,Công ty Cổ phần Đường sắt Vĩnh Phú,Đường sắt Vĩnh Phú
399,DTA,DTA,VNINDEX,8633,DN,CT,Công ty Cổ phần Đệ Tam,BĐS Đệ Tam
400,DTBMC,BDT,UpcomIndex,2353,DN,CT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,VLXD Đồng Tháp
401,DTC,DTC,HNXIndex,2353,DN,CT,Công ty Cổ phần Viglacera Đông Triều,Viglacera Đông Triều
402,DTE,DTE,UpcomIndex,7535,DN,CT,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Đại Trường Thành Holdings
403,DTI,DTI,UpcomIndex,5753,DN,CT,Công ty Cổ phần Đầu tư Đức Trung,Đầu tư Đức Trung
404,DTL,DTL,VNINDEX,1757,DN,CT,Công ty Cổ phần Đại Thiên Lộc,Đại Thiên Lộc
405,DTT,DTT,VNINDEX,1353,DN,CT,Công ty Cổ phần Kỹ nghệ Đô Thành,Kỹ nghệ Đô Thành
406,DTV,DTV,UpcomIndex,7535,DN,CT,Công ty Cổ phần Phát triển điện Trà Vinh,PT điện Nông thôn Trà Vinh
407,DTVT,MTV,UpcomIndex,2799,DN,CT,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Công trình đô thị Vũng Tàu
408,DUGRACO,MGG,UpcomIndex,3763,DN,CT,Tổng Công ty Đức Giang - Công ty Cổ phần,May Đức Giang
409,DVC,DVC,UpcomIndex,7573,DN,CT,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,TM dịch vụ Cảng Hải Phòng
410,DVG,DVG,HNXIndex,2353,DN,CT,Công ty Cổ phần Đại Việt Group DVG,Tập đoàn Sơn Đại Việt
411,DVP,DVP,VNINDEX,2777,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,ĐT và PT Cảng Đình Vũ
